difficulty,importance,scheduled_duration,category,location,fixed_time,time_difference,real_duration
0.313,0.586,24,personal,store,20:18,-0.7,0.0
0.807,0.456,77,work,cafe,,-1,108.6
0.34,0.433,41,study,office,,-1,52.0
0.428,0.638,44,study,home,13:45,1.75,51.0
0.53,0.962,50,health,gym,,-1,85.3
0.207,0.395,16,personal,home,09:15,-12.75,0.0
0.397,0.513,64,work,home,,-1,70.5
0.853,0.488,52,study,cafe,14:45,-1.25,0.0
0.921,1.0,75,work,home,,-1,137.2
0.418,0.267,24,personal,cafe,,-1,30.7
0.451,0.712,98,study,home,14:00,-7.0,0.0
0.281,0.497,47,personal,cafe,11:30,-5.5,0.0
0.548,0.278,70,work,office,16:18,-2.7,0.0
0.47,0.39,106,social,cafe,,-1,120.9
0.692,0.425,42,personal,store,23:00,6.0,50.4
0.338,0.628,35,errand,store,,-1,40.8
0.421,0.451,46,work,home,,-1,48.8
0.352,0.718,117,study,home,21:00,11.0,123.3
0.4,0.247,27,personal,home,,-1,24.4
0.287,0.51,120,study,home,10:15,-2.75,0.0
0.841,0.416,65,study,cafe,,-1,98.4
0.0,0.79,42,study,office,,-1,46.1
0.163,0.143,113,social,cafe,,-1,104.7
0.13,0.632,32,work,office,,-1,46.0
0.36,0.464,63,personal,store,,-1,69.7
0.738,0.796,82,study,office,,-1,122.2
0.426,0.636,69,work,home,17:45,-1.25,0.0
0.448,0.318,48,study,home,12:15,-6.75,0.0
0.458,0.24,62,personal,store,,-1,58.9
0.652,0.611,56,study,cafe,12:30,-5.5,0.0
0.23,0.796,32,health,home,18:45,-1.25,0.0
0.656,0.342,103,study,cafe,,-1,125.4
0.388,0.306,97,social,cafe,22:30,14.5,102.8
0.422,0.707,64,work,home,17:18,6.3,72.5
0.148,0.429,23,errand,home,08:15,-0.75,0.0
0.091,0.666,15,errand,store,10:15,0.25,17.5
0.403,0.815,82,personal,store,,-1,81.5
0.213,0.301,77,personal,cafe,,-1,66.1
0.642,0.758,35,work,office,,-1,53.9
0.392,0.369,154,social,outdoor,,-1,172.4
0.514,0.261,40,work,home,,-1,48.9
0.354,0.733,84,work,cafe,,-1,101.4
0.231,0.342,84,personal,store,,-1,65.5
0.366,0.844,108,study,office,,-1,133.2
0.312,0.129,176,social,outdoor,,-1,174.5
0.576,0.706,100,social,outdoor,,-1,131.4
0.388,0.465,56,personal,store,,-1,55.8
0.474,0.495,78,social,home,13:30,-5.5,0.0
0.026,0.481,89,personal,home,,-1,61.8
0.29,0.166,69,social,outdoor,,-1,92.1
0.338,0.693,63,work,home,16:15,-2.75,0.0
0.468,0.443,83,personal,home,,-1,79.8
0.244,0.232,42,personal,store,,-1,39.2
0.579,0.728,28,health,home,10:00,-11.0,0.0
0.272,0.425,85,social,cafe,08:30,-2.5,0.0
0.73,0.044,35,personal,cafe,13:15,-1.75,0.0
0.219,0.636,27,errand,home,,-1,23.3
0.248,1.0,76,work,office,17:30,-1.5,0.0
0.502,0.553,38,personal,home,,-1,31.6
0.067,0.287,88,personal,store,,-1,71.6
0.247,0.478,79,work,office,,-1,90.6
0.447,0.588,40,personal,home,,-1,36.5
0.385,0.679,120,work,home,12:45,0.75,0.0
0.52,0.313,63,personal,store,12:30,3.5,63.1
0.21,0.361,58,personal,store,17:18,9.3,48.3
0.272,0.13,78,personal,cafe,19:00,13.0,69.2
0.391,0.5,36,personal,store,,-1,44.1
0.486,0.098,29,errand,home,23:30,1.5,26.4
0.625,1.0,36,health,home,19:30,-1.5,0.0
0.819,0.277,117,work,home,,-1,161.5
0.446,0.517,73,social,outdoor,,-1,100.0
0.188,0.448,22,personal,cafe,20:00,5.0,25.0
0.248,0.864,30,health,outdoor,12:18,-2.7,0.0
0.395,0.371,30,personal,store,18:30,-3.5,0.0
0.401,0.617,114,work,office,23:00,14.0,131.7
0.209,0.585,83,personal,store,,-1,71.1
0.206,0.284,55,personal,home,,-1,41.1
0.295,0.409,60,study,home,13:30,-7.5,0.0
0.274,0.442,74,social,outdoor,10:18,-11.7,0.0
0.544,0.591,38,errand,home,,-1,34.2
0.785,0.579,61,work,cafe,,-1,93.7
0.482,0.643,100,work,office,22:45,1.75,125.6
0.337,0.091,103,social,cafe,08:18,1.3,82.2
0.266,0.284,15,personal,cafe,17:00,6.0,25.2
0.344,0.476,57,personal,store,,-1,51.1
0.372,0.136,64,social,home,21:15,7.25,60.4
0.076,0.001,42,personal,home,,-1,26.3
0.781,0.682,117,study,home,17:30,-3.5,0.0
0.372,0.763,47,health,home,,-1,52.2
0.201,0.332,20,errand,outdoor,16:15,-0.75,0.0
0.314,0.326,32,errand,outdoor,,-1,49.5
0.281,0.221,35,personal,store,,-1,34.6
0.563,0.518,75,study,cafe,,-1,87.9
0.826,0.446,34,work,office,,-1,60.8
0.582,0.604,89,social,cafe,,-1,97.2
0.345,0.227,77,personal,home,18:00,1.0,50.7
0.612,0.685,54,personal,store,,-1,57.2
0.246,0.491,41,errand,outdoor,14:30,-5.5,0.0
0.185,0.211,58,personal,home,,-1,41.7
0.317,0.698,77,study,office,,-1,89.2
0.371,0.605,71,personal,home,12:30,-4.5,0.0
0.525,0.727,88,work,home,,-1,97.7
0.148,0.325,122,social,outdoor,,-1,131.3
0.788,0.345,98,work,cafe,,-1,133.5
0.258,0.643,49,study,cafe,08:15,-3.75,0.0
0.492,0.639,26,errand,outdoor,20:45,2.75,49.2
0.235,0.534,70,personal,cafe,11:15,4.25,63.5
0.31,0.629,30,errand,home,,-1,28.2
0.285,0.609,78,work,office,,-1,95.8
0.43,0.625,80,personal,store,,-1,81.0
0.398,0.39,50,work,cafe,18:18,-2.7,0.0
0.479,0.188,24,errand,outdoor,09:30,3.5,45.7
0.0,0.229,167,social,outdoor,,-1,148.6
0.168,0.512,28,errand,home,,-1,21.5
0.226,0.364,40,errand,home,,-1,34.7
0.583,0.811,36,study,home,,-1,38.4
0.332,0.372,88,study,cafe,18:15,-2.75,0.0
0.386,0.279,74,work,home,,-1,78.6
0.707,0.58,101,study,cafe,,-1,122.4
0.272,0.555,85,study,office,,-1,95.0
0.718,0.675,45,study,home,20:15,-1.75,0.0
0.139,0.622,58,personal,store,,-1,56.6
0.168,0.624,45,study,home,13:18,3.3,44.3
0.789,0.379,108,work,home,16:30,1.5,124.0
0.938,0.695,60,work,office,22:18,8.3,99.9
0.463,0.179,91,social,outdoor,09:18,-7.7,0.0
0.0,0.602,36,errand,store,13:30,-6.5,0.0
0.346,0.229,148,social,home,,-1,137.1
0.434,0.766,125,social,cafe,11:00,-3.0,0.0
0.472,1.0,58,health,gym,,-1,103.4
0.479,0.544,71,study,cafe,21:00,0.0,0.0
0.369,0.585,56,personal,cafe,22:18,14.3,57.5
0.578,0.737,100,work,home,23:18,6.3,104.6
0.48,0.578,25,personal,cafe,11:00,2.0,32.3
0.423,0.615,77,work,home,,-1,88.9
0.58,0.283,41,errand,home,13:30,-1.5,0.0
0.032,0.388,13,errand,outdoor,20:30,10.5,33.4
0.598,0.34,46,personal,home,,-1,38.4
0.0,0.833,41,study,office,,-1,53.0
0.315,0.419,77,personal,cafe,21:15,10.25,75.6
0.237,0.384,42,errand,home,20:45,-1.25,0.0
0.306,0.486,74,personal,store,,-1,67.9
0.256,0.77,81,study,cafe,09:00,-7.0,0.0
0.705,0.532,61,work,cafe,21:18,2.3,78.0
0.602,0.605,21,health,outdoor,16:45,7.75,52.7
0.13,0.992,34,errand,outdoor,,-1,58.7
0.567,0.773,113,study,cafe,,-1,134.8
0.647,0.194,60,social,home,,-1,58.9
0.476,0.078,38,personal,store,,-1,37.2
0.029,0.516,25,errand,outdoor,08:30,-10.5,0.0
0.388,0.709,74,study,cafe,,-1,86.5
0.264,0.52,58,personal,cafe,,-1,62.1
0.673,0.571,27,errand,store,,-1,30.8
0.303,0.153,33,personal,home,,-1,20.1
0.322,0.707,75,personal,home,10:15,4.25,57.6
0.054,0.542,36,personal,cafe,,-1,34.3
0.206,0.568,22,errand,store,11:30,-3.5,0.0
0.435,0.516,61,work,office,,-1,80.6
0.372,0.357,24,personal,store,,-1,36.2
0.3,0.475,40,personal,cafe,21:15,13.25,45.6
0.298,0.458,85,study,cafe,,-1,96.2
0.611,1.0,45,personal,cafe,,-1,60.8
0.296,0.411,36,personal,cafe,,-1,39.2
0.41,1.0,24,health,home,,-1,35.7
0.313,0.677,49,health,home,11:18,-7.7,0.0
0.457,0.67,79,personal,cafe,,-1,83.8
0.457,0.685,70,work,cafe,14:15,4.25,83.7
0.647,0.616,20,health,home,14:45,-7.25,0.0
0.341,0.103,41,personal,cafe,,-1,42.3
0.2,0.415,49,personal,store,20:00,0.0,0.0
0.793,0.841,21,health,home,08:45,-7.25,0.0
0.595,0.329,73,work,home,,-1,79.6
0.452,0.711,38,study,office,,-1,55.4
0.962,0.447,105,work,home,,-1,153.8
0.526,0.601,20,health,gym,,-1,42.0
0.796,0.518,49,work,home,,-1,56.2
0.383,0.583,65,study,cafe,11:45,2.75,82.1
0.167,0.776,89,work,home,20:45,11.75,94.1
0.623,0.537,94,social,cafe,,-1,105.7
0.7,0.879,35,health,gym,17:00,4.0,69.2
0.477,0.599,20,health,outdoor,10:00,-2.0,0.0
0.571,0.36,96,work,cafe,,-1,106.2
0.792,0.832,98,work,office,13:15,3.25,149.9
0.665,0.608,58,work,office,,-1,80.2
0.221,0.287,33,personal,cafe,,-1,34.6
0.195,0.425,112,study,home,09:00,-2.0,0.0
0.508,0.171,179,social,home,,-1,181.0
0.134,0.646,66,study,office,22:45,7.75,71.9
0.533,0.503,23,errand,store,,-1,33.0
0.025,0.691,20,errand,home,10:18,-1.7,0.0
0.214,0.369,120,social,outdoor,19:30,6.5,146.3
0.446,0.485,37,personal,store,,-1,39.2
0.497,0.848,61,work,home,,-1,71.4
0.261,0.315,71,personal,cafe,08:18,-12.7,0.0
0.415,0.44,176,social,home,,-1,179.2
0.625,0.708,87,work,home,23:18,15.3,96.3
0.41,0.55,53,study,office,09:00,2.0,71.7
0.575,0.617,62,social,outdoor,,-1,93.2
0.29,0.613,51,health,gym,18:15,8.25,72.6
0.604,0.585,45,health,outdoor,,-1,76.0
0.459,0.368,69,social,home,,-1,63.7
0.378,0.208,63,personal,store,20:00,5.0,60.0
0.521,0.385,66,personal,store,18:18,6.3,63.8
0.328,0.162,90,personal,store,,-1,79.3
0.545,0.0,99,social,cafe,12:00,-1.0,90.9
0.69,0.862,36,health,gym,,-1,74.1
0.057,0.467,63,personal,cafe,19:30,3.5,55.1
0.632,0.802,74,work,home,10:15,-11.75,0.0
0.115,0.435,72,personal,store,08:18,-0.7,0.0
0.66,0.579,112,social,cafe,20:18,0.3,0.0
0.526,0.197,39,personal,cafe,,-1,43.9
0.393,0.497,48,work,office,,-1,67.2
0.657,0.787,63,work,office,,-1,90.4
0.069,0.706,40,errand,store,,-1,40.5
0.0,0.642,70,personal,cafe,08:30,1.5,54.7
0.272,0.422,25,errand,store,,-1,29.4
0.414,0.33,20,errand,home,,-1,17.9
0.758,0.682,66,personal,cafe,19:45,-2.25,0.0
0.75,0.592,78,study,cafe,09:15,-3.75,0.0
0.03,0.594,18,errand,home,21:00,10.0,11.7
0.511,0.591,79,personal,store,,-1,79.0
0.567,0.572,82,work,cafe,17:15,2.25,100.6
0.07,0.232,66,personal,store,19:30,7.5,53.4
0.549,0.513,15,errand,home,15:00,-4.0,0.0
0.649,0.517,54,study,cafe,19:15,0.25,0.0
0.196,0.948,66,study,cafe,20:15,11.25,81.9
0.366,0.904,101,work,home,13:15,-0.75,0.0
0.564,0.32,41,health,gym,20:00,3.0,72.7
0.056,0.088,51,personal,cafe,,-1,48.1
0.247,0.286,21,errand,home,,-1,15.1
0.336,0.19,25,errand,home,,-1,23.3
0.511,0.372,27,health,gym,,-1,53.5
0.224,0.281,13,errand,home,,-1,11.6
0.298,0.453,114,work,home,19:15,4.25,125.1
0.111,0.372,61,personal,cafe,12:45,-0.25,0.0
0.35,0.348,149,social,cafe,,-1,153.8
0.0,0.596,37,errand,outdoor,19:15,7.25,57.3
0.693,0.127,16,errand,outdoor,,-1,39.9
0.736,0.667,119,study,cafe,,-1,158.6
0.703,0.268,46,study,home,,-1,51.7
0.404,0.284,112,social,home,16:45,-3.25,0.0
0.596,0.636,91,study,home,,-1,95.1
0.318,0.272,16,errand,outdoor,,-1,32.9
0.534,0.106,52,work,cafe,10:45,-1.25,0.0
0.527,0.699,68,social,outdoor,,-1,93.0
0.563,0.183,118,work,home,19:18,5.3,120.7
0.537,0.566,34,errand,outdoor,22:30,2.5,54.0
0.969,0.621,55,health,outdoor,,-1,118.3
0.454,0.307,18,errand,home,10:18,3.3,18.3
0.503,0.173,144,social,outdoor,,-1,160.3
0.171,0.481,22,personal,home,,-1,16.8
0.643,0.595,39,work,cafe,,-1,55.1
0.535,0.313,103,study,cafe,09:18,-7.7,0.0
0.014,0.693,10,errand,outdoor,,-1,31.9
0.505,0.328,125,social,home,,-1,125.0
0.454,0.423,47,study,home,,-1,54.0
0.324,0.25,58,personal,cafe,,-1,58.3
0.663,0.564,164,social,home,,-1,175.1
0.227,0.572,98,social,cafe,,-1,108.0
0.368,0.611,74,study,office,17:18,11.3,96.0
0.695,0.566,37,study,office,,-1,60.8
0.566,0.613,57,health,home,,-1,64.0
0.617,0.576,51,personal,home,08:18,-4.7,0.0
0.432,0.669,36,work,home,,-1,43.0
0.59,0.342,93,work,home,18:18,-0.7,0.0
0.783,0.679,20,health,gym,,-1,46.4
0.054,0.31,76,personal,store,20:18,14.3,60.6
0.914,0.689,57,work,home,,-1,81.7
0.219,0.588,72,work,cafe,,-1,77.5
0.348,0.647,83,personal,cafe,,-1,79.3
0.128,0.454,30,errand,home,,-1,22.1
0.442,0.562,175,social,home,08:15,0.25,0.0
0.224,0.369,86,work,cafe,14:45,-3.25,0.0
0.564,0.816,106,work,office,,-1,133.0
0.679,0.462,86,personal,cafe,09:45,-5.25,0.0
0.539,0.307,29,errand,outdoor,,-1,52.8
0.893,0.478,99,work,cafe,,-1,141.2
0.528,0.351,52,personal,cafe,21:30,-0.5,0.0
0.631,0.756,49,health,gym,09:18,-12.7,0.0
0.424,0.787,26,errand,store,,-1,36.0
0.549,0.393,88,social,outdoor,,-1,116.9
0.618,0.416,88,personal,home,14:45,5.75,77.0
0.308,0.834,103,work,home,12:18,3.3,119.8
0.306,0.831,21,personal,store,08:45,-2.25,0.0
0.42,0.431,46,personal,home,18:18,-1.7,0.0
0.454,0.494,33,study,cafe,,-1,47.7
0.549,0.372,86,work,cafe,,-1,104.8
0.691,0.339,46,health,gym,15:30,1.5,82.4
0.02,0.382,75,study,cafe,,-1,74.2
0.333,0.367,48,work,home,17:00,-5.0,0.0
0.551,0.591,37,health,home,22:00,15.0,38.6
0.014,0.274,24,health,home,,-1,17.9
0.343,0.402,33,study,home,09:30,2.5,30.2
0.232,0.647,67,personal,cafe,,-1,60.4
0.595,0.391,28,errand,outdoor,21:18,14.3,48.4
0.802,0.396,79,work,home,17:15,11.25,106.5
0.254,0.271,17,personal,home,17:00,6.0,12.7
0.756,0.668,68,study,home,16:18,2.3,89.5
0.748,0.382,93,study,home,17:45,6.75,112.8
0.364,0.493,76,social,outdoor,22:45,0.75,75.8
0.432,0.0,18,errand,store,15:45,-2.25,0.0
0.691,0.182,35,work,office,,-1,55.7
0.78,0.404,34,health,outdoor,,-1,66.9
0.75,0.528,67,work,cafe,12:45,-7.25,0.0
0.713,0.758,57,health,gym,,-1,95.8
0.459,0.485,29,personal,store,,-1,35.8
0.449,0.684,88,work,home,14:45,1.75,97.8
0.25,1.0,93,study,cafe,20:45,-0.25,0.0
0.115,0.21,35,errand,home,21:15,15.25,26.8
0.226,0.607,36,health,gym,14:30,-6.5,0.0
0.318,0.953,42,work,cafe,19:18,-2.7,0.0
0.597,0.425,56,study,home,,-1,61.4
0.464,0.561,29,errand,outdoor,,-1,54.1
0.28,0.296,26,personal,cafe,20:00,9.0,33.1
0.254,0.03,142,social,cafe,21:15,0.25,0.0
0.134,0.389,28,personal,cafe,11:00,0.0,0.0
0.224,0.612,26,errand,store,,-1,28.8
0.448,0.388,140,social,cafe,,-1,153.8
0.703,0.636,28,errand,outdoor,,-1,51.3
0.649,0.397,107,work,office,,-1,134.6
0.536,0.561,67,work,office,17:45,0.75,72.2
0.652,0.554,30,work,office,17:15,0.25,34.8
0.781,0.586,63,work,office,,-1,96.0
0.644,0.318,74,personal,cafe,08:18,-1.7,0.0
0.385,0.754,24,health,gym,18:45,-3.25,0.0
0.548,0.362,108,study,cafe,21:18,15.3,119.5
0.419,0.668,90,work,cafe,15:45,2.75,108.2
0.383,0.394,72,study,cafe,,-1,77.0
0.189,0.646,24,personal,store,15:30,3.5,34.1
0.664,0.657,62,work,cafe,,-1,87.8
0.558,0.229,72,personal,home,14:45,1.75,59.9
0.356,0.568,111,study,cafe,,-1,120.4
0.462,0.882,20,health,home,20:15,5.25,33.1
0.364,0.772,60,personal,home,08:15,-3.75,0.0
0.385,0.38,50,personal,cafe,,-1,55.5
0.296,0.221,33,errand,home,,-1,32.1
0.258,0.494,117,social,home,,-1,110.3
0.579,0.648,101,work,cafe,,-1,113.9
0.554,0.912,55,work,office,17:18,8.3,84.6
0.332,0.473,136,social,home,,-1,120.1
0.291,0.969,100,work,home,,-1,122.7
0.471,0.389,67,work,cafe,,-1,81.7
0.763,0.637,112,work,cafe,,-1,144.4
0.151,0.345,16,errand,home,12:15,3.25,7.0
0.1,0.217,43,personal,home,,-1,30.9
0.585,0.854,38,work,cafe,16:15,4.25,58.2
0.447,0.303,105,work,home,,-1,108.8
0.409,0.344,79,personal,cafe,20:00,11.0,77.2
0.349,0.392,57,study,cafe,,-1,64.1
0.463,0.791,58,work,home,12:45,-7.25,0.0
0.817,0.849,33,study,cafe,12:15,2.25,57.5
0.603,0.032,86,personal,cafe,13:18,-7.7,0.0
0.48,0.299,170,social,cafe,,-1,187.5
0.46,0.635,80,work,cafe,09:45,-6.25,0.0
0.484,0.764,11,errand,home,12:45,-5.25,0.0
0.614,0.648,38,study,office,18:00,12.0,54.7
0.541,0.654,67,study,cafe,17:30,8.5,81.0
0.797,0.778,58,work,office,,-1,85.4
0.126,0.394,58,health,gym,21:18,11.3,74.8
0.522,0.486,50,work,cafe,,-1,59.3
0.904,0.786,32,health,gym,18:30,-0.5,0.0
0.638,0.512,44,health,gym,,-1,73.4
0.49,0.09,14,errand,store,,-1,17.9
0.0,0.415,13,errand,outdoor,,-1,29.4
0.577,0.538,36,errand,store,11:00,-9.0,0.0
0.0,0.526,40,errand,store,20:45,-1.25,0.0
0.379,0.573,77,study,cafe,14:18,0.3,0.0
0.523,0.355,101,study,office,,-1,119.5
0.98,0.349,84,work,office,,-1,138.7
0.432,0.315,79,social,outdoor,10:00,-3.0,0.0
0.517,0.408,17,errand,home,,-1,10.4
0.671,0.538,119,social,cafe,,-1,138.4
0.613,0.56,32,errand,outdoor,,-1,48.8
0.363,0.31,49,personal,home,13:00,6.0,37.3
0.138,0.084,20,errand,store,,-1,25.1
0.57,0.597,114,work,cafe,,-1,116.4
0.745,0.591,38,personal,store,,-1,48.4
0.324,0.559,98,work,office,08:30,-2.5,0.0
0.339,0.358,99,work,cafe,16:15,0.25,0.0
0.723,0.514,53,work,cafe,,-1,79.9
0.286,0.7,29,errand,store,16:18,-3.7,0.0
0.61,0.558,51,health,gym,10:30,-2.5,0.0
0.436,0.002,69,social,cafe,,-1,65.6
0.545,0.65,45,personal,home,11:00,-4.0,0.0
0.0,0.236,53,personal,store,11:30,0.5,26.5
0.522,0.753,14,errand,home,19:15,12.25,18.1
0.575,0.999,61,work,home,,-1,84.6
0.684,0.44,62,personal,store,,-1,65.6
0.638,0.49,51,health,outdoor,15:15,7.25,81.7
0.877,0.386,111,study,office,17:45,3.75,169.2
0.263,0.403,176,social,home,,-1,157.8
0.288,0.416,22,personal,home,15:18,0.3,17.4
0.333,0.402,12,errand,outdoor,11:18,4.3,30.5
0.65,0.11,13,errand,home,21:45,-0.25,0.0
0.85,0.692,117,work,cafe,,-1,167.1
0.8,0.759,101,work,cafe,,-1,157.2
0.234,0.251,177,social,home,,-1,169.1
0.4,0.322,77,social,cafe,16:15,-3.75,0.0
0.755,0.528,80,study,cafe,12:18,3.3,107.7
0.456,0.436,63,work,cafe,13:30,4.5,72.7
0.526,0.244,105,work,office,08:15,-12.75,0.0
0.551,0.232,42,errand,home,19:18,-2.7,0.0
0.116,0.245,62,personal,home,,-1,42.8
0.468,0.41,59,personal,store,,-1,70.3
0.604,0.452,101,work,cafe,,-1,119.4
0.239,0.212,84,personal,cafe,,-1,75.6
0.34,0.752,59,work,home,,-1,62.9
0.812,0.533,107,study,home,13:15,-5.75,0.0
0.614,0.348,83,work,home,,-1,95.8
0.343,0.413,98,study,home,18:15,2.25,103.7
0.698,0.863,57,health,home,,-1,78.3
0.211,0.58,116,study,office,,-1,128.1
0.0,0.368,52,personal,home,,-1,35.6
0.611,0.384,120,work,cafe,12:30,-6.5,0.0
0.616,0.296,71,social,home,,-1,71.1
0.399,0.488,49,study,cafe,11:18,-1.7,0.0
0.394,0.51,41,errand,outdoor,,-1,62.3
0.129,0.369,32,errand,store,17:00,-5.0,0.0
0.892,0.54,67,study,office,23:30,2.5,108.1
0.0,0.556,65,personal,cafe,21:18,1.3,58.1
0.199,0.314,110,work,cafe,,-1,113.3
0.445,0.623,43,health,home,12:30,-0.5,0.0
0.182,0.274,37,errand,outdoor,21:18,14.3,54.6
0.522,0.6,40,errand,home,22:00,11.0,35.5
0.567,0.179,33,health,outdoor,14:15,-6.75,0.0
0.496,0.544,75,personal,store,17:00,-1.0,74.3
0.603,0.282,29,health,outdoor,,-1,62.3
0.115,0.471,72,study,office,19:18,3.3,77.5
0.447,0.026,26,personal,store,19:30,3.5,31.2
0.724,0.644,49,health,outdoor,,-1,79.8
0.227,0.371,24,errand,outdoor,,-1,45.4
0.141,0.887,113,work,home,,-1,117.1
0.285,0.475,69,personal,cafe,15:15,0.25,0.0
0.54,0.731,43,study,cafe,13:30,2.5,55.0
0.488,0.328,83,work,home,,-1,86.9
0.0,0.428,89,study,office,,-1,82.0
0.278,0.481,55,personal,cafe,17:45,-3.25,0.0
0.859,0.516,55,study,cafe,,-1,82.3
0.183,0.448,19,errand,outdoor,12:18,-6.7,0.0
0.218,0.176,20,personal,cafe,,-1,21.7
0.502,0.552,111,study,home,09:45,-1.25,0.0
0.499,0.199,76,social,cafe,11:18,0.3,0.0
0.495,0.508,59,health,gym,,-1,84.3
0.43,0.256,86,personal,store,,-1,86.3
0.741,0.569,31,work,cafe,13:00,-4.0,0.0
0.302,0.226,129,social,outdoor,22:15,9.25,150.4
0.495,0.497,147,social,cafe,,-1,166.4
0.221,0.436,95,study,office,13:18,4.3,98.3
0.666,0.587,97,study,home,,-1,106.2
0.532,0.578,52,study,cafe,,-1,68.1
0.311,0.527,34,errand,home,,-1,34.4
0.441,0.831,32,work,home,20:30,1.5,40.1
0.769,0.804,35,work,home,,-1,46.6
0.113,0.336,30,errand,store,18:45,-1.25,0.0
0.661,0.529,48,study,home,23:00,7.0,51.1
0.364,0.445,66,social,outdoor,09:18,-8.7,0.0
0.542,0.156,78,personal,store,,-1,67.6
0.289,0.066,30,errand,store,15:30,8.5,30.8
0.462,0.991,22,health,gym,,-1,47.8
0.235,0.049,173,social,cafe,15:18,8.3,154.7
0.276,0.667,22,personal,store,,-1,21.4
0.27,0.551,80,social,outdoor,22:00,14.0,96.1
0.13,0.499,59,personal,cafe,,-1,52.8
0.488,0.373,64,work,office,17:00,-4.0,0.0
0.245,0.53,89,work,home,19:30,6.5,89.9
0.457,0.487,49,work,cafe,,-1,60.3
0.603,0.372,115,work,cafe,,-1,140.7
0.334,0.513,47,personal,store,,-1,50.3
0.468,0.857,30,health,outdoor,,-1,62.3
0.213,0.375,27,errand,outdoor,17:30,-4.5,0.0
0.31,0.523,35,errand,outdoor,,-1,54.4
0.197,0.794,42,personal,home,,-1,41.5
0.779,0.289,51,work,office,23:15,10.25,77.8
0.558,0.606,61,study,home,,-1,64.2
0.584,0.46,107,work,home,19:15,2.25,110.5
0.431,0.906,112,work,cafe,,-1,148.9
0.481,0.349,68,personal,cafe,,-1,72.9
0.532,0.915,30,work,office,,-1,52.6
0.404,0.782,87,study,home,,-1,100.4
0.214,0.433,113,study,cafe,18:45,0.75,0.0
0.761,0.705,72,study,cafe,11:00,-8.0,0.0
0.66,0.42,32,work,office,,-1,52.7
0.379,0.137,159,social,cafe,,-1,143.6
0.276,0.351,66,social,outdoor,11:30,2.5,84.4
0.38,0.189,26,errand,store,,-1,26.9
0.762,0.781,99,work,office,13:45,-2.25,0.0
0.52,0.493,114,study,office,23:45,5.75,130.3
0.475,0.333,37,personal,cafe,,-1,44.2
0.135,0.26,26,personal,home,15:15,1.25,23.0
0.295,0.524,101,social,home,23:18,7.3,92.3
0.091,0.579,45,personal,store,,-1,42.0
0.388,0.79,38,health,outdoor,,-1,66.3
0.772,0.276,49,work,office,,-1,79.4
0.548,0.56,16,errand,outdoor,,-1,42.6
0.655,0.273,57,personal,store,10:00,-7.0,0.0
0.867,0.518,109,work,home,08:00,-14.0,0.0
0.411,0.754,20,health,gym,15:30,8.5,42.5
1.0,0.565,119,work,cafe,,-1,201.9
0.701,0.959,98,work,office,,-1,156.3
0.898,0.744,35,health,gym,,-1,79.0
0.305,0.383,26,errand,store,,-1,28.1
0.26,0.886,40,personal,cafe,,-1,48.0
0.358,0.149,59,work,cafe,23:45,1.75,62.2
0.805,0.884,45,work,cafe,12:45,-9.25,0.0
1.0,1.0,59,health,gym,18:15,2.25,133.5
0.708,0.298,72,study,home,13:45,5.75,85.1
0.538,0.682,65,personal,store,19:30,13.5,61.2
0.493,0.749,55,study,home,,-1,62.6
0.719,0.741,22,health,gym,19:30,3.5,51.9
0.277,0.37,97,study,home,,-1,84.1
0.331,0.438,112,study,office,,-1,122.6
0.308,0.411,85,personal,store,,-1,90.4
0.0,0.227,51,personal,store,14:15,8.25,40.5
0.562,0.314,58,study,cafe,22:45,7.75,69.7
0.826,0.527,57,health,gym,16:15,9.25,98.6
0.598,0.545,42,work,home,23:00,9.0,42.4
0.425,0.446,26,health,outdoor,,-1,53.5
0.84,0.732,68,work,cafe,,-1,97.4
0.744,1.0,62,work,office,09:30,-0.5,0.0
0.439,0.473,22,personal,store,23:18,4.3,29.5
0.856,0.831,34,health,outdoor,17:30,1.5,79.0
0.466,0.445,74,social,cafe,12:15,-4.75,0.0
0.348,0.392,175,social,outdoor,,-1,201.5
0.309,0.574,52,personal,home,19:00,8.0,41.9
0.596,0.835,99,study,cafe,,-1,117.4
0.06,0.568,13,errand,outdoor,,-1,31.3
0.547,0.603,51,health,gym,09:15,-6.75,0.0
0.183,0.648,16,personal,home,,-1,10.8
0.717,0.827,120,work,cafe,,-1,166.6
0.531,0.76,105,study,office,,-1,134.8
0.398,0.284,77,personal,store,,-1,76.0
0.609,0.2,40,personal,cafe,,-1,50.1
0.53,0.735,106,work,office,,-1,123.9
0.12,0.341,52,personal,home,23:18,10.3,41.5
0.286,0.687,80,work,home,,-1,80.1
0.117,0.267,29,personal,store,23:15,17.25,28.8
0.494,0.143,68,social,home,12:15,1.25,64.4
0.663,0.077,47,work,office,23:30,3.5,56.9
0.276,0.628,56,work,cafe,11:18,-4.7,0.0
0.758,0.797,80,work,office,22:45,15.75,118.0
0.293,0.951,49,work,cafe,16:00,7.0,69.4
0.55,0.547,57,work,office,12:00,4.0,77.9
0.641,0.694,105,work,office,,-1,137.1
0.167,0.812,149,social,outdoor,,-1,153.4
0.275,0.137,44,errand,store,21:15,14.25,43.2
0.573,0.529,77,personal,store,14:45,-3.25,0.0
0.439,0.233,37,personal,store,,-1,44.4
